,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked
871,1,1,1,1,1,3,0
872,0,1,0,0,0,0,0
873,0,3,0,0,0,0,0
874,1,2,1,1,0,2,1
875,1,3,1,0,0,0,1
876,0,3,0,0,0,0,0
877,0,3,0,0,0,0,0
878,0,3,0,0,0,0,0
879,1,1,1,0,1,3,1
880,1,2,1,0,1,2,0
881,0,3,0,0,0,0,0
882,0,3,1,0,0,1,0
883,0,2,0,0,0,1,0
884,0,3,0,0,0,0,0
885,0,3,1,0,5,2,2
886,0,2,0,0,0,1,0
887,1,1,1,0,0,2,0
888,0,3,1,1,2,2,0
889,1,1,0,0,0,2,1
890,0,3,0,0,0,0,2
